2018-10-21 13:32:38, 0, cpm
2018-10-21 13:32:48, 0, cpm
2018-10-21 13:32:58, 0, cpm
2018-10-21 13:33:08, 0, cpm
2018-10-21 13:33:18, 0, cpm
2018-10-21 13:33:28, 0, cpm
2018-10-21 13:33:38, 0, cpm
2018-10-21 13:33:48, 0, cpm
2018-10-21 13:33:58, 0, cpm
2018-10-21 13:34:08, 0, cpm
2018-10-21 13:34:18, 0, cpm
2018-10-21 13:34:28, 0, cpm
2018-10-21 13:34:38, 12, cpm
2018-10-21 13:34:48, 12, cpm
2018-10-21 13:34:58, 0, cpm
2018-10-21 13:35:08, 0, cpm
2018-10-21 13:35:18, 0, cpm
2018-10-21 13:35:28, 12, cpm
2018-10-21 13:35:38, 6, cpm
2018-10-21 13:35:48, 0, cpm
2018-10-21 13:35:58, 0, cpm
2018-10-21 13:36:08, 0, cpm
2018-10-21 13:36:18, 6, cpm
2018-10-21 13:36:28, 0, cpm
2018-10-21 13:36:38, 0, cpm
2018-10-21 13:36:48, 0, cpm
2018-10-21 13:36:58, 0, cpm
2018-10-21 13:37:08, 0, cpm
2018-10-21 13:37:18, 0, cpm
2018-10-21 13:37:28, 0, cpm
2018-10-21 13:37:38, 0, cpm
2018-10-21 13:37:48, 0, cpm
2018-10-21 13:37:58, 6, cpm
2018-10-21 13:38:08, 0, cpm
2018-10-21 13:38:18, 0, cpm
2018-10-21 13:38:28, 6, cpm
2018-10-21 13:38:38, 0, cpm
2018-10-21 13:38:48, 0, cpm
2018-10-21 13:38:58, 0, cpm
2018-10-21 13:39:08, 6, cpm
2018-10-21 13:39:18, 12, cpm
2018-10-21 13:39:28, 12, cpm
2018-10-21 13:39:38, 0, cpm
2018-10-21 13:39:48, 0, cpm
2018-10-21 13:39:58, 6, cpm
2018-10-21 13:40:08, 6, cpm
2018-10-21 13:40:18, 0, cpm
2018-10-21 13:40:28, 0, cpm
2018-10-21 13:40:38, 0, cpm
2018-10-21 13:40:48, 0, cpm
2018-10-21 13:40:58, 0, cpm
2018-10-21 13:41:08, 0, cpm
2018-10-21 13:41:18, 0, cpm
2018-10-21 13:41:28, 0, cpm
2018-10-21 13:41:38, 0, cpm
2018-10-21 13:41:48, 0, cpm
2018-10-21 13:41:58, 6, cpm
2018-10-21 13:42:08, 12, cpm
2018-10-21 13:42:18, 6, cpm
2018-10-21 13:42:28, 0, cpm
2018-10-21 13:42:38, 0, cpm
2018-10-21 13:42:48, 0, cpm
2018-10-21 13:42:58, 6, cpm
2018-10-21 13:43:08, 0, cpm
2018-10-21 13:43:18, 0, cpm
2018-10-21 13:43:28, 0, cpm
2018-10-21 13:43:38, 12, cpm
2018-10-21 13:43:48, 0, cpm
2018-10-21 13:43:58, 6, cpm
2018-10-21 13:44:08, 0, cpm
2018-10-21 13:44:18, 0, cpm
2018-10-21 13:44:28, 0, cpm
2018-10-21 13:44:38, 0, cpm
2018-10-21 13:44:48, 0, cpm
2018-10-21 13:44:58, 0, cpm
2018-10-21 13:45:08, 0, cpm
2018-10-21 13:45:18, 0, cpm
2018-10-21 13:45:28, 6, cpm
2018-10-21 13:45:38, 0, cpm
2018-10-21 13:45:48, 0, cpm
2018-10-21 13:45:58, 0, cpm
2018-10-21 13:46:08, 0, cpm
2018-10-21 13:46:18, 0, cpm
2018-10-21 13:46:28, 6, cpm
2018-10-21 13:46:38, 6, cpm
2018-10-21 13:46:48, 0, cpm
2018-10-21 13:46:58, 0, cpm
2018-10-21 13:47:08, 0, cpm
2018-10-21 13:47:18, 6, cpm
2018-10-21 13:47:28, 0, cpm
2018-10-21 13:47:38, 0, cpm
2018-10-21 13:47:48, 0, cpm
2018-10-21 13:47:58, 0, cpm
2018-10-21 13:48:08, 6, cpm
2018-10-21 13:48:18, 0, cpm
2018-10-21 13:48:28, 6, cpm
2018-10-21 13:48:38, 0, cpm
2018-10-21 13:48:48, 6, cpm
2018-10-21 13:48:58, 0, cpm
2018-10-21 13:49:08, 0, cpm
2018-10-21 13:49:18, 0, cpm
2018-10-21 13:49:28, 0, cpm
2018-10-21 13:49:38, 0, cpm
2018-10-21 13:49:48, 0, cpm
2018-10-21 13:49:58, 0, cpm
2018-10-21 13:50:08, 6, cpm
2018-10-21 13:50:18, 6, cpm
2018-10-21 13:50:28, 0, cpm
2018-10-21 13:50:38, 0, cpm
2018-10-21 13:50:48, 6, cpm
2018-10-21 13:50:58, 6, cpm
2018-10-21 13:51:08, 12, cpm
2018-10-21 13:51:18, 0, cpm
2018-10-21 13:51:28, 0, cpm
2018-10-21 13:51:38, 0, cpm
2018-10-21 13:51:48, 6, cpm
2018-10-21 13:51:58, 0, cpm
2018-10-21 13:52:08, 6, cpm
2018-10-21 13:52:18, 0, cpm
2018-10-21 13:52:28, 0, cpm
2018-10-21 13:52:38, 6, cpm
2018-10-21 13:52:48, 0, cpm
2018-10-21 13:52:58, 6, cpm
2018-10-21 13:53:08, 0, cpm
2018-10-21 13:53:18, 0, cpm
2018-10-21 13:53:28, 0, cpm
2018-10-21 13:53:38, 6, cpm
2018-10-21 13:53:48, 6, cpm
2018-10-21 13:53:58, 0, cpm
2018-10-21 13:54:08, 6, cpm
2018-10-21 13:54:18, 6, cpm
2018-10-21 13:54:28, 0, cpm
2018-10-21 13:54:38, 0, cpm
2018-10-21 13:54:48, 0, cpm
2018-10-21 13:54:58, 0, cpm
2018-10-21 13:55:08, 6, cpm
2018-10-21 13:55:18, 0, cpm
2018-10-21 13:55:28, 6, cpm
2018-10-21 13:55:38, 0, cpm
2018-10-21 13:55:48, 6, cpm
2018-10-21 13:55:58, 0, cpm
2018-10-21 13:56:08, 0, cpm
2018-10-21 13:56:18, 6, cpm
2018-10-21 13:56:28, 0, cpm
2018-10-21 13:56:38, 0, cpm
2018-10-21 13:56:48, 0, cpm
2018-10-21 13:56:58, 6, cpm
2018-10-21 13:57:08, 6, cpm
2018-10-21 13:57:18, 0, cpm
